# type;class;cmd;comment;msg type: 1=BROAD, 2=MM, 3=MS;ZZ;PBSB;NN;D1D2D3;elements;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment;sub;part;position;datatype;factor;unit;valid;comment
# CI-Parameter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;type;Heizkreis - Kreis Typ;MS;50;B509;3;0D3C00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;rt_day;Heizkreis – Raumsolltemperatur;MS;50;B509;3;0D3200;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;rt_night;Heizkreis – Absenktemperatur;MS;50;B509;3;0D3300;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;curve;Heizkreis – Heizkurve;MS;50;B509;3;0D3500;1;-;sd;1;d1b;0.010;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;at_off;Heizkreis – Aussentemperatur Abschaltgrenze;MS;50;B509;3;0D3600;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;vl_min;Heizkreis - minimale Vorlauftemperatur;MS;50;B509;3;0D3000;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;vl_max;Heizkreis - maximale Vorlauftemperatur;MS;50;B509;3;0D3100;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;pre_hours;Heizkreis - max. Voraufheizung in Stunden;MS;50;B509;3;0D3800;1;-;sd;1;bcd;1.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;estrich;Heizkreis Estrichtrocknung Tag;MS;50;B509;3;0D3B00;1;-;sd;1;bcd;1.000;dd;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;floor_protect;Fußbodenschutz;MS;50;B509;3;0D7B01;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#       ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;cooling;Kühlbetrieb;MS;50;B509;3;0D8C01;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;cooling_support;Kühlbetrieb supported/ für freigegeben;MS;50;B509;3;0D8601;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;outdoor_24h_average;Außentemperatur mittel 24h;MS;50;B509;3;0D8801;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;cooling_offset_outdoor;Kühlung Offset AT-Abschaltgrenze;MS;50;B509;3;0D8701;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;locktime_cool>heat;Sperrzeit Kuehlung > Heizung;MS;50;B509;3;0D8401;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;locktime_heat>cool;Sperrzeit Heizung > Kühlung;MS;50;B509;3;0D8501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;min_diff;min Diff VL / RT;MS;50;B509;3;0D8B01;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;holiday_cooling;Kühlen im Ferienbetrieb;MS;50;B509;3;0D9501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;statbit_cooling;Statusbit Kühlfunktion;MS;50;B509;3;0D9701;1;-;sd;?;hex;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;cooling_request;HK spezifische Kühlanforderung?;MS;50;B509;3;0D8301;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#         ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;heat_pump_stat;Status Heizkreispumpe;MS;50;B509;3;0DB901;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;heat_pump_curr;akt. PWM-Wert Heizkreizpumpe;MS;50;B509;3;0DBA01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;heat_pump_load;Heizkreispumpe bei Pufferladung;MS;50;B509;3;0DBF01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;heat_pump_heat;Heizkreispumpe Standardwert;MS;50;B509;3;0DC001;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir2;heat_pump_pause;Heizkreispumpe in Pausen;MS;50;B509;3;0DE101;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# Heizkreis 4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;mode;Heizkreis - Betriebsart;MS;52;B509;3;0D2B00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;type;Heizkreis - Kreis Typ;MS;52;B509;3;0D3C00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;rt_day;Heizkreis – Raumsolltemperatur;MS;52;B509;3;0D3200;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;rt_night;Heizkreis – Absenktemperatur;MS;52;B509;3;0D3300;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;curve;Heizkreis – Heizkurve;MS;52;B509;3;0D3500;1;-;sd;1;d1b;0.010;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;at_off;Heizkreis – Aussentemperatur Abschaltgrenze;MS;52;B509;3;0D3600;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;vl_min;Heizkreis - minimale Vorlauftemperatur;MS;52;B509;3;0D3000;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;vl_max;Heizkreis - maximale Vorlauftemperatur;MS;52;B509;3;0D3100;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;pre_hours;Heizkreis - max. Voraufheizung in Stunden;MS;52;B509;3;0D3800;1;-;sd;1;bcd;1.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;estrich;Heizkreis Estrichtrocknung Tag;MS;52;B509;3;0D3B00;1;-;sd;1;bcd;1.000;dd;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;floor_protect;Fußbodenschutz;MS;52;B509;3;0D7B01;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#        ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;cooling;Kühlbetrieb;MS;52;B509;3;0D8C01;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;cooling_support;Kühlbetrieb supported/ für freigegeben;MS;52;B509;3;0D8601;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;outdoor_24h_average;Außentemperatur mittel 24h;MS;52;B509;3;0D8801;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;cooling_offset_outdoor;Kühlung Offset AT-Abschaltgrenze;MS;52;B509;3;0D8701;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;locktime_cool>heat;Sperrzeit Kuehlung > Heizung;MS;52;B509;3;0D8401;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;locktime_heat>cool;Sperrzeit Heizung > Kühlung;MS;52;B509;3;0D8501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;min_diff;min Diff VL / RT;MS;52;B509;3;0D8B01;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;holiday_cooling;Kühlen im Ferienbetrieb;MS;52;B509;3;0D9501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;statbit_cooling;Statusbit Kühlfunktion;MS;52;B509;3;0D9701;1;-;sd;?;hex;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;cooling_request;HK spezifische Kühlanforderung?;MS;52;B509;3;0D8301;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#          ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;heat_pump_stat;Status Heizkreispumpe;MS;52;B509;3;0DB901;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;heat_pump_curr;akt. PWM-Wert Heizkreizpumpe;MS;52;B509;3;0DBA01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;heat_pump_load;Heizkreispumpe bei Pufferladung;MS;52;B509;3;0DBF01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;heat_pump_heat;Heizkreispumpe Standardwert;MS;52;B509;3;0DC001;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir4;heat_pump_pause;Heizkreispumpe in Pausen;MS;52;B509;3;0DE101;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
# Heizkreis 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;mode;Heizkreis - Betriebsart;MS;53;B509;3;0D2B00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;type;Heizkreis - Kreis Typ;MS;53;B509;3;0D3C00;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;rt_day;Heizkreis – Raumsolltemperatur;MS;53;B509;3;0D3200;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;rt_night;Heizkreis – Absenktemperatur;MS;53;B509;3;0D3300;1;-;sd;1;d1b;0.500;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;curve;Heizkreis – Heizkurve;MS;53;B509;3;0D3500;1;-;sd;1;d1b;0.010;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;at_off;Heizkreis – Aussentemperatur Abschaltgrenze;MS;53;B509;3;0D3600;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;vl_min;Heizkreis - minimale Vorlauftemperatur;MS;53;B509;3;0D3000;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;vl_max;Heizkreis - maximale Vorlauftemperatur;MS;53;B509;3;0D3100;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;pre_hours;Heizkreis - max. Voraufheizung in Stunden;MS;53;B509;3;0D3800;1;-;sd;1;bcd;1.000;h;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;estrich;Heizkreis Estrichtrocknung Tag;MS;53;B509;3;0D3B00;1;-;sd;1;bcd;1.000;dd;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;floor_protect;Fußbodenschutz;MS;53;B509;3;0D7B01;1;-;sd;1;d1b;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;cooling;Kühlbetrieb;MS;53;B509;3;0D8C01;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;cooling_support;Kühlbetrieb supported/ für freigegeben;MS;53;B509;3;0D8601;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;outdoor_24h_average;Außentemperatur mittel 24h;MS;53;B509;3;0D8801;1;-;sd;1,2;d2c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;cooling_offset_outdoor;Kühlung Offset AT-Abschaltgrenze;MS;53;B509;3;0D8701;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;locktime_cool>heat;Sperrzeit Kuehlung > Heizung;MS;53;B509;3;0D8401;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;locktime_heat>cool;Sperrzeit Heizung > Kühlung;MS;53;B509;3;0D8501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;min_diff;min Diff VL / RT;MS;53;B509;3;0D8B01;1;-;sd;1;d1c;1.000;°C;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;holiday_cooling;Kühlen im Ferienbetrieb;MS;53;B509;3;0D9501;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;statbit_cooling;Statusbit Kühlfunktion;MS;53;B509;3;0D9701;1;-;sd;?;hex;-;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;cooling_request;HK spezifische Kühlanforderung?;MS;53;B509;3;0D8301;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
#     ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;heat_pump_stat;Status Heizkreispumpe;MS;53;B509;3;0DB901;1;-;sd;1;bcd;1.000;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;heat_pump_curr;akt. PWM-Wert Heizkreizpumpe;MS;53;B509;3;0DBA01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;heat_pump_load;Heizkreispumpe bei Pufferladung;MS;53;B509;3;0DBF01;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;heat_pump_heat;Heizkreispumpe Standardwert;MS;53;B509;3;0DC001;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
get;cir5;heat_pump_pause;Heizkreispumpe in Pausen;MS;53;B509;3;0DE101;1;-;sd;1;d1b;1.000;%;-;-;;;;;;;;;;;;;;;;;;;;;;;;
